id	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	individualCount	sex	lifeStage	occurrenceStatus	eventID	eventDate	eventTime	habitat	samplingProtocol	waterBody	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	scientificNameID	scientificName
IO/IT/POL/00746	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POL/00746	IO/IT/POL/00746	1		Adult	present		2018-11-10	09:05:00	Benthic	Hand held Corer	Laccadive Sea	India	Agatti Island	2	2	10.84	72.18			Aiswarya Gopal, CMLRE	2019-12-12	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:152404	Halosydna
IO/IT/POY/00001	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00001	IO/IT/POY/00001	1	Hermaphrodite	Adult	present		2018-05-12	15:30:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.88	72.2			Sudhanshu Dixit, CMLRE	2018-07-10	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878947	Pseudobiceros apricus
IO/IT/POY/00003	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00003	IO/IT/POY/00003	1	Hermaphrodite	Adult	present		2018-05-12	15:40:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.88	72.17			Sudhanshu Dixit, CMLRE	2018-07-11	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878912	Pseudoceros bolool
IO/IT/POY/00005	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00005	IO/IT/POY/00005	1	Hermaphrodite	Adult	present		2018-05-12	08:30:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.02	72.2		Holotype	Sudhanshu Dixit, CMLRE	2018-08-03	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:1439581	Pseudoceros agattiensis
IO/IT/POY/00006	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00006	IO/IT/POY/00006	1	Hermaphrodite	Adult	present		2018-05-21	10:30:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10	72.18		Holotype	Sudhanshu Dixit, CMLRE	2018-08-10	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:1439582	Pseudoceros stellans
IO/IT/POY/00007	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00007	IO/IT/POY/00007	1	Hermaphrodite	Adult	present		2018-05-06	11:20:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-08-18	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878936	Pseudoceros paralaticlavus
IO/IT/POY/00008	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00008	IO/IT/POY/00008	1	Hermaphrodite	Adult	present		2018-05-11	11:20:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-08-18	Collingwood, C., 1876. On thirty-one species of marine planarians, collected partly by the late Dr. Kelaart, F.L.S., at Trincomalee, and partly by Dr. Collingwood, F.L.S., in the Eastern Seas. Transactions of the Linnean Society of London, Second Series (Zoology), 1(3), pp.83-98.	urn:lsid:marinespecies.org:taxname:879578	Pseudobiceros hancockanus
IO/IT/POY/00009	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00009	IO/IT/POY/00009	1	Hermaphrodite	Adult	present		2018-05-17	12:20:00	Benthic	Hand Picking	Arabian Sea	India	CMLRE hatchery (Agatti Issland, eastern side)	0	0	10.85	72.19			Sudhanshu Dixit, CMLRE	2018-08-19	Prudhoe, S., 1989. Polyclad turbellarians recorded from African Waters. Bulletin of the British Museum of Natural History, Zoology, 55(1), pp.47-96.	urn:lsid:marinespecies.org:taxname:1353946	Pseudoceros duplicinctus
IO/IT/POY/00010	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00010	IO/IT/POY/00010	1	Hermaphrodite	Adult	present		2018-11-09	10:10:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-12-19	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878912	Pseudoceros bolool
IO/IT/POY/00011	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00011	IO/IT/POY/00011	1	Hermaphrodite	Adult	present		2018-11-09	10:10:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-12-19	Collingwood, C., 1876. On thirty-one species of marine planarians, collected partly by the late Dr. Kelaart, F.L.S., at Trincomalee, and partly by Dr. Collingwood, F.L.S., in the Eastern Seas. Transactions of the Linnean Society of London, Second Series (Zoology), 1(3), pp.83-98.	urn:lsid:marinespecies.org:taxname:879578	Pseudobiceros hancockanus
IO/IT/POY/00012	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00012	IO/IT/POY/00012	1	Hermaphrodite	Adult	present		2019-05-06	08:30:00	Benthic	Hand Picking	Arabian Sea	India	NIOT Plant (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2019-06-10	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878912	Pseudoceros bolool
IO/IT/POY/00013	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00013	IO/IT/POY/00013	1	Hermaphrodite	Adult	present		2019-05-06	09:00:00	Benthic	Hand Picking	Arabian Sea	India	NIOT Plant (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2019-06-10	Dixit, S., Sivaperuman, C. and Raghunathan, C., 2018. Description of two new pseudocerotids (Rahabditophora: Rhabditophora; Polycladida) from Andaman & Nicobar Islands, India. Zootaxa 4403 (2): 365?377.	urn:lsid:marinespecies.org:taxname:1439569	Acanthozoon fuscobulbosum
IO/IT/POY/00014	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00014	IO/IT/POY/00014	1	Hermaphrodite	Adult	present		2019-05-06	10:30:00	Benthic	Hand Picking	Arabian Sea	India	NIOT Plant (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2019-06-10	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878962	Pseudobiceros stellae
IO/IT/POY/00015	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00015	IO/IT/POY/00015	1	Hermaphrodite	Adult	present		2019-05-07	10:30:00	Benthic	Hand Picking	Arabian Sea	India	Opposite Solar power Plant (Agatti Island)	0	0	10.83	72.19			Sudhanshu Dixit, CMLRE	2019-06-10	Dixit, S.,Raghunathan, C. and Chandra, K., 2017. Two new marine flatworms (Polycladida: Pseudocerotidae) from Andaman & Nicobar Islands, India. Zootaxa, 4221 (1), 111?122.	urn:lsid:marinespecies.org:taxname:1262325	Pseudoceros galatheensis
IO/IT/POY/00016	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00016	IO/IT/POY/00016	1	Hermaphrodite	Adult	present		2019-05-07	10:30:00	Benthic	Hand Picking	Arabian Sea	India	Opposite Solar power Plant (Agatti Island)	0	0	10.83	72.19			Sudhanshu Dixit, CMLRE	2019-06-10	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878949	Pseudobiceros damawan
IO/IT/POY/00017	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00017	IO/IT/POY/00017	1	Hermaphrodite	Adult	present		2019-05-09	09:00:00	Benthic	Hand Picking	Arabian Sea	India	Opposite stadium (Agatti Island)	0	0	10.85	72.19			Sudhanshu Dixit, CMLRE	2019-06-11	Collingwood, C., 1876. On thirty-one species of marine planarians, collected partly by the late Dr. Kelaart, F.L.S., at Trincomalee, and partly by Dr. Collingwood, F.L.S., in the Eastern Seas. Transactions of the Linnean Society of London, Second Series (Zoology), 1(3), pp.83-98.	urn:lsid:marinespecies.org:taxname:879578	Pseudobiceros hancockanus
IO/IT/POY/00018	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00018	IO/IT/POY/00018	1	Hermaphrodite	Adult	present		2019-05-09	09:00:00	Benthic	Hand Picking	Arabian Sea	India	Opposite stadium (Agatti Island)	0	0	10.85	72.19			Sudhanshu Dixit, CMLRE	2019-06-12	Prudhoe, S., 1989. Polyclad turbellarians recorded from African Waters. Bulletin of the British Museum of Natural History, Zoology, 55(1), pp.47-96.	urn:lsid:marinespecies.org:taxname:1353946	Pseudoceros duplicinctus
IO/IT/POY/00019	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00019	IO/IT/POY/00019	1	Hermaphrodite	Adult	present		2020-02-17	16:00:00	Benthic	Hand Picking	Arabian Sea	India	Eastern intertidal (Kadmat Island)	0	0	11.22	72.77			Sudhanshu Dixit, CMLRE	2020-03-03	Prudhoe, S., 1989. Polyclad turbellarians recorded from African Waters. Bulletin of the British Museum of Natural History, Zoology, 55(1), pp.47-96.	urn:lsid:marinespecies.org:taxname:1353946	Pseudoceros duplicinctus
IO/IT/POY/00020	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00020	IO/IT/POY/00020	1	Hermaphrodite	Adult	present		2020-02-17	16:20:00	Benthic	Hand Picking	Arabian Sea	India	Eastern intertidal (Kadmat Island)	0	0	11.22	72.77			Sudhanshu Dixit, CMLRE	2020-03-03	Newman, L.J. and Schupp. P., 2002. A new species of pseudocerotid flatworm (Platyhelminthes, Polycladida) from the Indo- Pacific. Micronesica, 34(2), pp.177-184.	urn:lsid:marinespecies.org:taxname:387924	Pseudoceros indicus
IO/IT/POY/00021	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00021	IO/IT/POY/00021	1	Hermaphrodite	Adult	present		2020-02-18	17:20:00	Benthic	Hand Picking	Arabian Sea	India	Eastern intertidal (Amini Island)	0	0	11.11	72.71			Sudhanshu Dixit, CMLRE	2020-03-04	Dixit, S.,Raghunathan, C. and Chandra, K., 2017. Two new marine flatworms (Polycladida: Pseudocerotidae) from Andaman & Nicobar Islands, India. Zootaxa, 4221 (1), 111?122.	urn:lsid:marinespecies.org:taxname:1262325	Pseudoceros galatheensis
IO/IT/POY/00022	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00022	IO/IT/POY/00022	1	Hermaphrodite	Adult	present		2020-02-18	18:20:00	Benthic	Hand Picking	Arabian Sea	India	Eastern intertidal (Amini Island)	0	0	11.11	72.71			Sudhanshu Dixit, CMLRE	2020-03-05	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878962	Pseudobiceros stellae
IO/IT/POY/00023	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00023	IO/IT/POY/00023	1	Hermaphrodite	Adult	present		2020-02-23	17:20:00	Benthic	Hand Picking	Arabian Sea	India	Eastern intertidal (Kavaratti Island)	0	0	10.54	72.62			Sudhanshu Dixit, CMLRE	2020-03-05	Prudhoe, S., 1989. Polyclad turbellarians recorded from African Waters. Bulletin of the British Museum of Natural History, Zoology, 55(1), pp.47-96.	urn:lsid:marinespecies.org:taxname:1353946	Pseudoceros duplicinctus
IO/IT/POY/00024	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00024	IO/IT/POY/00024	1	Hermaphrodite	Adult	present		2020-02-23	17:30:00	Benthic	Hand Picking	Arabian Sea	India	Eastern intertidal (Kavaratti Island)	0	0	10.54	72.62			Sudhanshu Dixit, CMLRE	2020-03-05	Dixit, S.,Raghunathan, C. and Chandra, K., 2017. Two new marine flatworms (Polycladida: Pseudocerotidae) from Andaman & Nicobar Islands, India. Zootaxa, 4221 (1), 111?122.	urn:lsid:marinespecies.org:taxname:1262325	Pseudoceros galatheensis
IO/IT/POY/00025	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00025	IO/IT/POY/00025	1	Hermaphrodite	Adult	present		2018-07-11	16:00:00	Benthic	Hand Picking	Arabian Sea	India	CMLRE hatchery (eastern side)	0	0	10.85	72.19			Sudhanshu Dixit, CMLRE	2018-11-20	Newman & Cannon, 1996. Bulaceros, new genus, and Tytthosoceros, new genus (Platyhelminthes: Polycladida) from the Great Barrier Reef, Australia and Papua New Guinea. Raffles Bulletin of Zoology, 44(2):479-492	urn:lsid:marinespecies.org:taxname:878904	Bulaceros porcellanus
IO/IT/POY/00026	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00026	IO/IT/POY/00026	1	Hermaphrodite	Adult	present		2019-07-05	17:30:00	Benthic	Hand Picking	Arabian Sea	India	Opposite Solar power Plant (Agatti Island)	0	0	10.83	72.19		Holotype	Sudhanshu Dixit, CMLRE	2020-03-03	Newman & Cannon, 1996. Bulaceros, new genus, and Tytthosoceros, new genus (Platyhelminthes: Polycladida) from the Great Barrier Reef, Australia and Papua New Guinea. Raffles Bulletin of Zoology, 44(2):479-493	urn:lsid:marinespecies.org:taxname:1482241	Bulaceros newcannorum
IO/IT/POY/00027	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00027	IO/IT/POY/00027	1	Hermaphrodite	Adult	present		2020-02-22	16:00:00	Benthic	Hand Picking	Arabian Sea	India	Near tripods, eastern side (Kavaratti Island)	0	0	10.56	72.63		Paratype	Sudhanshu Dixit, CMLRE	2020-06-03	Newman & Cannon, 1996. Bulaceros, new genus, and Tytthosoceros, new genus (Platyhelminthes: Polycladida) from the Great Barrier Reef, Australia and Papua New Guinea. Raffles Bulletin of Zoology, 44(2):479-494	urn:lsid:marinespecies.org:taxname:1482241	Bulaceros newcannorum
IO/IT/POY/00029	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00029	IO/IT/POY/00029	1	Hermaphrodite	Adult	present		2019-05-07	09:30:00	Benthic	Hand Picking	Arabian Sea	India	CMLRE field research station, Agatti Island	0	0	10.84	72.18		Holotype	Sudhanshu Dixit, CMLRE	2020-03-13	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:1498473	Pseudoceros galaxea
IO/IT/POY/00030	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00030	IO/IT/POY/00030	1	Hermaphrodite	Adult	present		2019-05-07	09:30:00	Benthic	Hand Picking	Arabian Sea	India	CMLRE field research station, Agatti Island	0	0	10.84	72.18		Paratype	Sudhanshu Dixit, CMLRE	2020-03-13	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:1498473	Pseudoceros galaxea
IO/IT/POY/00031	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00031	IO/IT/POY/00031	1	Hermaphrodite	Adult	present		2018-11-09	10:10:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-12-18	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878936	Pseudoceros paralaticlavus
IO/IT/POY/00032	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00032	IO/IT/POY/00032	1	Hermaphrodite	Adult	present		2020-02-23	17:20:00	Benthic	Hand Picking	Arabian Sea	India	Eastern intertidal (Kavaratti Island)	0	0	10.54	72.62			Sudhanshu Dixit, CMLRE	2020-03-05	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878936	Pseudoceros paralaticlavus
IO/IT/POY/00033	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00033	IO/IT/POY/00033	2	Hermaphrodite	Adult	present		2020-02-17	16:20:00	Benthic	Hand Picking	Arabian Sea	India	Eastern intertidal (Kadmat Island)	0	0	11.22	72.77			Sudhanshu Dixit, CMLRE	2020-06-30	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878962	Pseudobiceros stellae
IO/IT/POY/00034	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00034	IO/IT/POY/00034	1	Hermaphrodite	Adult	present		2019-05-09	09:00:00	Benthic	Hand Picking	Arabian Sea	India	Opposite stadium (Agatti Island)	0	0	10.85	72.19			Sudhanshu Dixit, CMLRE	2019-06-11	Collingwood, C., 1876. On thirty-one species of marine planarians, collected partly by the late Dr. Kelaart, F.L.S., at Trincomalee, and partly by Dr. Collingwood, F.L.S., in the Eastern Seas. Transactions of the Linnean Society of London, Second Series (Zoology), 1(3), pp.83-98.	urn:lsid:marinespecies.org:taxname:879578	Pseudobiceros hancockanus
IO/IT/POY/00035	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00035	IO/IT/POY/00035	2	Hermaphrodite	Adult	present		2019-05-07	10:30:00	Benthic	Hand Picking	Arabian Sea	India	Opposite Solar power Plant (Agatti Island)	0	0	10.83	72.19			Sudhanshu Dixit, CMLRE	2019-06-10	Newman, L. J.; Cannon, L. R. G. (1994). Pseudoceros and Pseudobiceros (Platyhelminthes, Polycladida, Pseudocerotidae) form eastern Australia and Papua New Guinea. Memoirs of the Queensland Museum, 37(1):205-266	urn:lsid:marinespecies.org:taxname:878949	Pseudobiceros damawan
IO/IT/POY/00036	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POY/00036	IO/IT/POY/00036	2	Hermaphrodite	Adult	present		2019-05-06	08:30:00	Benthic	Hand Picking	Arabian Sea	India	NIOT Plant (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2019-06-10	Collingwood, C., 1876. On thirty-one species of marine planarians, collected partly by the late Dr. Kelaart, F.L.S., at Trincomalee, and partly by Dr. Collingwood, F.L.S., in the Eastern Seas. Transactions of the Linnean Society of London, Second Series (Zoology), 1(3), pp.83-98.	urn:lsid:marinespecies.org:taxname:483910	Pericelis byerleyana
IO/IT/SIP/00013	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/SIP/00013	IO/IT/SIP/00013	1			present		2018-11-09	10:10:00	Benthic	Hand Picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2021-09-10	Cutler, E.B., 1994.?The Sipuncula: their systematics, biology, and evolution. Cornell University Press.	urn:lsid:marinespecies.org:taxname:220539	Phascolosoma (Phascolosoma) pacificum
IO/OV/AMP/00001	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/OV/AMP/00001	IO/OV/AMP/00001	1		Adult	present	SO09001	2009-02-16	10:35:00	Planktonic	Bongo Net	Southern Ocean	ABNJ	Southern Ocean	2428	2428	-31.98	57.483333			Elizabeth J, CMLRE	2013-10-10		urn:lsid:marinespecies.org:taxname:236613	Anchylomera blossevillei
IO/OV/AMP/00002	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/OV/AMP/00002	IO/OV/AMP/00002	1		Adult	present	SO09001	2009-02-16	10:35:00	Planktonic	Bongo Net	Southern Ocean	ABNJ	Southern Ocean	2428	2428	-31.98	57.483333			Elizabeth J, CMLRE	2013-10-10		urn:lsid:marinespecies.org:taxname:421608	Hyperietta stephenseni
IO/OV/AMP/00003	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/OV/AMP/00003	IO/OV/AMP/00003	1		Adult	present	SO09008	2009-02-23	06:00:00	Planktonic	Bongo Net	Southern Ocean	ABNJ	Southern Ocean	5700	5700	-47.1	57.6			Elizabeth J, CMLRE	2013-10-10		urn:lsid:marinespecies.org:taxname:325384	Themisto gaudichaudi
IO/OV/AMP/00004	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/OV/AMP/00004	IO/OV/AMP/00004	1		Adult	present	SO09033	2009-02-15	20:00:00	Planktonic	Bongo Net	Southern Ocean	ABNJ	Southern Ocean	5850	5850	-47.98	48.5			Elizabeth J, CMLRE	2013-10-10		urn:lsid:marinespecies.org:taxname:325385	Themisto gaudichaudi
IO/OV/AMP/00005	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/OV/AMP/00005	IO/OV/AMP/00005	1		Adult	present	SO09034	2009-02-16	11:30:00	Planktonic	Bongo Net	Southern Ocean	ABNJ	Southern Ocean	3266	3266	-47	45			Elizabeth J, CMLRE	2013-10-10		urn:lsid:marinespecies.org:taxname:325386	Themisto gaudichaudi
IO/OV/AMP/00006	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/OV/AMP/00006	IO/OV/AMP/00006	1		Adult	present	SO09035	2009-02-16	22:30:00	Planktonic	Bongo Net	Southern Ocean	ABNJ	Southern Ocean	4000	4000	-46	45			Elizabeth J, CMLRE	2013-10-10		urn:lsid:marinespecies.org:taxname:325387	Themisto gaudichaudi
IO/OV/AMP/00007	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/OV/AMP/00007	IO/OV/AMP/00007	1		Adult	present	SO09036	2009-02-17	06:00:00	Planktonic	Bongo Net	Southern Ocean	ABNJ	Southern Ocean	1423	1423	-45	45			Elizabeth J, CMLRE	2013-10-10		urn:lsid:marinespecies.org:taxname:325388	Themisto gaudichaudi
IO/OV/AMP/00008	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/OV/AMP/00008	IO/OV/AMP/00008	1		Adult	present	SO09037	2009-02-18	02:00:00	Planktonic	Bongo Net	Southern Ocean	ABNJ	Southern Ocean	3238	3238	-43	46.983333			Elizabeth J, CMLRE	2013-10-10		urn:lsid:marinespecies.org:taxname:325389	Themisto gaudichaudi
IO/SS/ACH/00001	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/ACH/00001	IO/SS/ACH/00001	1	Female	Adult	present	292I34	2011-11-27	14:45:00	Benthic	HSDT (CV)	Andaman Sea	India	East off North Andaman Island	299	299	13.22	93.18			Vinay P. Padate, CMLRE	2020-09-20	Holthuis L.B. (1991) FAO species catalog. Vol. 13. Marine lobsters of the world. An annotated and illustrated catalogue of species of interest to fisheries known to date. FAO Fisheries Synopsis. Vol. 125. Rome: Food and Agriculture Organization of the United Nations. 292 p.	urn:lsid:marinespecies.org:taxname:210644	Linuparus somniosus
IO/SS/ACH/00002	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/ACH/00002	IO/SS/ACH/00002	3	Male	Adult	present	28037	2010-09-24	08:08:00	Benthic	Expo model trawl	Bay of Bengal	India	Southwest off Great Nicobar Island	271	271	6.64	93.68			Vinay P. Padate, CMLRE	2020-01-07	Holthuis L.B. (1991) FAO species catalog. Vol. 13. Marine lobsters of the world. An annotated and illustrated catalogue of species of interest to fisheries known to date. FAO Fisheries Synopsis. Vol. 125. Rome: Food and Agriculture Organization of the United Nations, 292 p.	urn:lsid:marinespecies.org:taxname:241308	Puerulus angulatus
IO/SS/ACH/00003	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/ACH/00003	IO/SS/ACH/00003	3	Female	Adult	present	28037	2010-09-24	08:08:00	Benthic	Expo model trawl	Bay of Bengal	India	Southwest off Great Nicobar Island	271	271	6.64	93.68			Vinay P. Padate, CMLRE	2020-01-07	Holthuis L.B. (1991) FAO species catalog. Vol. 13. Marine lobsters of the world. An annotated and illustrated catalogue of species of interest to fisheries known to date. FAO Fisheries Synopsis. Vol. 125. Rome: Food and Agriculture Organization of the United Nations, 292 p.	urn:lsid:marinespecies.org:taxname:241308	Puerulus angulatus
IO/SS/ACH/00004	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/ACH/00004	IO/SS/ACH/00004	4	Male	Adult	present	28015	2010-09-17	10:30:00	Benthic	Expo model trawl	Andaman Sea	India	East off Middle Andaman Island	323	323	12.81	93.08			Vinay P. Padate, CMLRE	2020-01-10	Holthuis L.B. (1991) FAO species catalog. Vol. 13. Marine lobsters of the world. An annotated and illustrated catalogue of species of interest to fisheries known to date. FAO Fisheries Synopsis. Vol. 125. Rome: Food and Agriculture Organization of the United Nations, 292 p.	urn:lsid:marinespecies.org:taxname:220234	Puerulus sewelli
