id	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	individualCount	sex	lifeStage	occurrenceStatus	eventID	eventDate	eventTime	habitat	samplingProtocol	waterBody	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	scientificNameID	scientificName
IO/SS/CEP/00048	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00048	IO/SS/CEP/00048	2		Juvenile	present	347I05	2016-01-25	19:15:00	Nektonic	Cosmos	Arabian Sea	India	Off Gujarath	90	2130	21.76	66.49			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138747	Ancistrocheirus lesueurii
IO/SS/CEP/00049	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00049	IO/SS/CEP/00049	14		Adult	present	347I05	2016-01-25	19:15:00	Nektonic	Cosmos	Arabian Sea	India	Off Gujarath	90	2130	21.76	66.49			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:878666	Abralia (Heterabralia) andamanica
IO/SS/CEP/00050	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00050	IO/SS/CEP/00050	4		Adult	present	28817	2011-08-10	15:00:00	Nektonic	HSDT (CV)	Arabian Sea	India	Off Kochi	200	200	10	75.6			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:205297	Cistopus sp.
IO/SS/CEP/00051	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00051	IO/SS/CEP/00051	48		Adult	present	344l06	2015-09-10	08:05:00	Nektonic	Cosmos	Central Indian Ocean	India	Off Maldives	100	3943	6.4	70.07			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:878666	Abralia (Heterabralia) andamanica
IO/SS/CEP/00052	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00052	IO/SS/CEP/00052	1		Adult	present	31801	2013-08-24	09:30:00	Nektonic	EXPO	Arabian Sea	India	Off Manglore	440	460	12.4695	74.152367			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:205297	Cistopus sp.
IO/SS/CEP/00053	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00053	IO/SS/CEP/00053	8		Adult	present	344l06	2015-09-10	08:05:00	Nektonic	Cosmos	Central Indian Ocean	India	Off Maldives	100	3943	6.4	70.07			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:140649	Onychoteuthis banksii
IO/SS/CEP/00054	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00054	IO/SS/CEP/00054	1		Adult	present	29105	2011-10-30	09:35:00	Nektonic	HSDT (CV)	Bay of Bengal	India	Off sompetta	643	643	18.83051667	85.37693333			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138747	Ancistrocheirus lesueurii
IO/SS/CEP/00055	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00055	IO/SS/CEP/00055	2		Adult	present	344l06	2015-09-10	08:05:00	Nektonic	Cosmos	Central Indian Ocean	India	Off Maldives	100	3943	6.4	70.07			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138074	Histioteuthis sp.
IO/SS/CEP/00056	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00056	IO/SS/CEP/00056	6		Juvenile	present	347II02	2016-02-10	20:20:00	Nektonic	Cosmos	Arabian Sea	India	Off India	100	3714	15.9	65.5			Rajeesh Kumar M.P, CMLRE	2020-06-01	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:140649	Onychoteuthis banksii
IO/SS/CEP/00057	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00057	IO/SS/CEP/00057	2		Juvenile	present	344l06	2015-09-10	08:05:00	Nektonic	Cosmos	Central Indian Ocean	India	Off Maldives	100	3943	6.4	70.07			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:342066	Sthenoteuthis oualaniensis
IO/SS/CEP/00058	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00058	IO/SS/CEP/00058	2		Adult	present	344l06	2015-09-10	08:05:00	Nektonic	Cosmos	Central Indian Ocean	India	Off Maldives	100	3943	6.4	70.07			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:181377	Chtenopteryx sicula
IO/SS/CEP/00059	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00059	IO/SS/CEP/00059	2		Adult	present	344l06	2015-09-10	08:05:00	Nektonic	Cosmos	Central Indian Ocean	India	Off Maldives	100	3943	6.4	70.07			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138747	Ancistrocheirus lesueurii
IO/SS/CEP/00060	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00060	IO/SS/CEP/00060	12		Adult	present	347II02	2016-02-10	20:20:00	Nektonic	Cosmos	Arabian Sea	India	Off India	100	3714	15.9	65.5			Rajeesh Kumar M.P, CMLRE	2020-06-01	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:878666	Abralia (Heterabralia) andamanica
IO/SS/CEP/00061	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00061	IO/SS/CEP/00061	1		Adult	present	347II05	2016-02-16	19:40:00	Nektonic	Cosmos	Arabian Sea	India	Off Lakshadweep	95	4341	10.9	67.5			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138268	Octopus sp.
IO/SS/CEP/00062	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00062	IO/SS/CEP/00062	1		Adult	present	31810	2013-08-26	09:09:00	Nektonic	EXPO	Arabian Sea	India	Off kannur	315	325	12.103683	74.319083			Rajeesh Kumar M.P, CMLRE	2013-09-01	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138268	Octopus sp.
IO/SS/CEP/00063	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00063	IO/SS/CEP/00063	1		Adult	present	334II13	2015-02-01	13:25:00	Nektonic	HOT model net	Andaman sea	India	Off Great Nicobar	514	514	6.67	93.65			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138268	Octopus sp.
IO/SS/CEP/00064	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00064	IO/SS/CEP/00064	1		Adult	present	334II13	2015-02-01	13:25:00	Nektonic	HOT model net	Andaman sea	India	Off Great Nicobar	514	514	6.67	93.65			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:342106	Sepia aculeata
IO/SS/CEP/00065	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00065	IO/SS/CEP/00065	1		Adult	present	28037	2010-09-24	10:10:00	Nektonic	EXPO	Andaman Sea	India	Off Great Nicobar	321	321	6.638333333	93.68466667			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:220314	Sepiella inermis
IO/SS/CEP/00066	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00066	IO/SS/CEP/00066	1		Adult	present	29113	2011-11-06	02:57:00	Nektonic	EXPO	Bay of Bengal	India	Off Nagpattinam	650	650	10.9	80.3			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138747	Ancistrocheirus lesueurii
IO/SS/CEP/00067	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00067	IO/SS/CEP/00067	1		Adult	present	29113	2011-11-06	02:57:00	Nektonic	EXPO	Bay of Bengal	India	Off Nagpattinam	650	650	10.9	80.3			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138268	Octopus sp.
IO/SS/CEP/00068	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00068	IO/SS/CEP/00068	4		Adult	present	28817	2011-08-10	15:00:00	Nektonic	HSDT (CV)	Arabian Sea	India	Off Kochi	200	200	10	75.6			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:138268	Octopus sp.
IO/SS/CEP/00069	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/CEP/00069	IO/SS/CEP/00069	1		Adult	present	32121	2013-12-13	10:35:00	Nektonic	HSDT (CV)	Arabian Sea	India	Off Alepey	50	50	9.310983333	76.15416667			Rajeesh Kumar M.P, CMLRE	2021-01-13	Jereb, P & Roper, CFE. 2014. Cephalopods of the world. An annotated and illustrated catalogue of cephalopod species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes. No. 4, Vol. 2. Rome, FAO, 605 pp.; Nesis, KN. 1987. Cephalopods of the World. TFH. Publications Inc., New Jersey, 385 pp.	urn:lsid:marinespecies.org:taxname:342066	Sthenoteuthis oualaniensis
IO/SS/DEN/00001	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00001	IO/SS/DEN/00001	1	Male	Adult	present	28017	2010-09-19	15:40:00	Benthic	Expo model trawl	Bay of Bengal	India	Northwest off Middle Andaman Island	514	514	11.15	92.33	?semidentatus		Vinay P. Padate, CMLRE	2021-12-03	Chan T.-Y., Biju Kumar A. and Yang C.-H. (2017) Photophore counts in the deep-sea commercial shrimp Aristeus alcocki Ramadan, 1938 (Crustacea: Decapoda: Aristeidae), with a revised key to the Indo-West Pacific species of the genus. Zootaxa, 4329 (4): 392-400.	urn:lsid:marinespecies.org:taxname:106807	Aristeus
IO/SS/DEN/00002	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00002	IO/SS/DEN/00002	1	Female	Adult	present	334II07A	2015-01-29	08:17:00	Benthic	HOT model net	Andaman Sea	India	Northwest off Camorta Island, Nicobars	643	643	8.39	93.34			Vinay P. Padate, CMLRE	2018-04-16	Alcock A. (1901) A descriptive catalogue of the Indian deep-sea Crustacea Decapoda Macrura and Anomala, in the Indian Museum. Being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum, iv, 286 pp., plates 1?3.	urn:lsid:marinespecies.org:taxname:240796	Aristaeopsis edwardsiana
IO/SS/DEN/00003	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00003	IO/SS/DEN/00003	1	Female	Adult	present	349I03	2016-04-05	12:21:00	Benthic	HSDT (CV)	Andaman Sea	India	West off Tillangchong Island, Nicobars	591	591	8.48	93.43			Vinay P. Padate, CMLRE	2018-04-16	Alcock A. (1901) A descriptive catalogue of the Indian deep-sea Crustacea Decapoda Macrura and Anomala, in the Indian Museum. Being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum, iv, 286 pp., plates 1?3.	urn:lsid:marinespecies.org:taxname:240796	Aristaeopsis edwardsiana
IO/SS/DEN/00004	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00004	IO/SS/DEN/00004	1	Female	Adult	present	27801	2010-08-08	07:00:00	Benthic	HSDT (CV)	Arabian Sea	India	West off Kochi, Kerala	239	239	9.98	75.59			Vinay P. Padate, CMLRE	2021-12-03	Alcock A. (1901) A descriptive catalogue of the Indian deep-sea Crustacea Decapoda Macrura and Anomala, in the Indian Museum. Being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum, iv, 286 pp., plates 1?3.	urn:lsid:marinespecies.org:taxname:210424	Solenocera hextii
IO/SS/DEN/00005	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00005	IO/SS/DEN/00005	1	Female	Adult	present	334I08	2015-01-14	19:07:00	Benthic	HOT model net	Bay of Bengal	India	West of South Andaman Island	160	160	11.8	92.33			Vinay P. Padate, CMLRE	2018-04-15	Chan T.-Y., Biju Kumar A. and Yang C.-H. (2017) Photophore counts in the deep-sea commercial shrimp Aristeus alcocki Ramadan, 1938 (Crustacea: Decapoda: Aristeidae), with a revised key to the Indo-West Pacific species of the genus. Zootaxa, 4329 (4): 392-400.	urn:lsid:marinespecies.org:taxname:220252	Aristeus alcocki
IO/SS/DEN/00006	CMLRE	voucher specimen collections	CMLRE	HumanObservation	IO/SS/DEN/00006	IO/SS/DEN/00006	1	Female	Adult	present	334I16	2015-01-18	09:47:00	Benthic	HOT model net	Bay of Bengal	India	West off North Andaman Island	388	390	13.03	92.17			Vinay P. Padate, CMLRE	2018-03-26	Dall W. (1999) Australian species of Solenoceridae (Penaeoidea: Decapoda). Memoirs of the Queensland Museum, 43 (2): 553-587.	urn:lsid:marinespecies.org:taxname:377659	Solenocera annectens
IO/SS/DEN/00007	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00007	IO/SS/DEN/00007	1	Female	Adult	present	27802	2010-08-08	14:00:00	Benthic	HSDT (CV)	Arabian Sea	India	West off Kochi, Kerala	1002	1002	9.9	75.53			Vinay P. Padate, CMLRE	2021-12-03	Alcock A. (1901) A descriptive catalogue of the Indian deep-sea Crustacea Decapoda Macrura and Anomala, in the Indian Museum. Being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum, iv, 286 pp., plates 1?3.	urn:lsid:marinespecies.org:taxname:240796	Aristaeopsis edwardsiana
IO/SS/DEN/00008	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00008	IO/SS/DEN/00008	1	Female	Adult	present	27802	2010-08-08	14:00:00	Benthic	HSDT (CV)	Arabian Sea	India	West off Kochi, Kerala	1002	1002	9.9	75.53			Vinay P. Padate, CMLRE	2021-12-03	Crosnier A. (1988a) Contribution a l'etude des genres Haliporus Bate, 1881 et Gordonella Tirmizi, 1960 (Crustacea Decapoda Penaeoidea). Description de deux especes nouvelles. Bulletin du Museum national d'Histoire naturelle, Section A, Zoologie, Biologie et Ecologie Animales, Paris, 4e serie, 10: 563-601.	urn:lsid:marinespecies.org:taxname:211882	Haliporus taprobanensis
IO/SS/DEN/00009	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00009	IO/SS/DEN/00009	1	Female	Adult	present	28017	2010-09-19	15:40:00	Benthic	Expo model trawl	Bay of Bengal	India	Northwest off Middle Andaman Island	514	514	11.15	92.33	?semidentatus		Vinay P. Padate, CMLRE	2021-12-03	Chan T.-Y., Biju Kumar A. and Yang C.-H. (2017) Photophore counts in the deep-sea commercial shrimp Aristeus alcocki Ramadan, 1938 (Crustacea: Decapoda: Aristeidae), with a revised key to the Indo-West Pacific species of the genus. Zootaxa, 4329 (4): 392-400.	urn:lsid:marinespecies.org:taxname:106807	Aristeus
IO/SS/DEN/00010	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00010	IO/SS/DEN/00010	1	Female	Adult	present	28003	2010-09-20	09:36:00	Benthic	Expo model trawl	Andaman Sea	India	West off Little Andaman Island	42	42	10.68	92.31			Vinay P. Padate, CMLRE	2021-12-03	Alcock A. (1901) A descriptive catalogue of the Indian deep-sea Crustacea Decapoda Macrura and Anomala, in the Indian Museum. Being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum, iv, 286 pp., plates 1?3.	urn:lsid:marinespecies.org:taxname:240796	Aristaeopsis edwardsiana
IO/SS/DEN/00011	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00011	IO/SS/DEN/00011	7	Male	Adult	present	292II91	2011-12-14	13:34:00	Benthic	HSDT (CV)	Andaman Sea	India	North off Chowra Island, Nicobars	574	574	8.52	93.02			Vinay P. Padate, CMLRE	2021-12-03	Alcock A. (1901) A descriptive catalogue of the Indian deep-sea Crustacea Decapoda Macrura and Anomala, in the Indian Museum. Being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum, iv, 286 pp., plates 1?3.	urn:lsid:marinespecies.org:taxname:240796	Aristaeopsis edwardsiana
IO/SS/DEN/00012	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00012	IO/SS/DEN/00012	6	Female	Adult	present	29117	2011-11-09	08:56:00	Benthic	Expo model trawl	Bay of Bengal	India	East off Puducherry, Pondicherry	777	777	11.91	80.14			Vinay P. Padate, CMLRE	2021-12-03	Chan T.-Y., Biju Kumar A. and Yang C.-H. (2017) Photophore counts in the deep-sea commercial shrimp Aristeus alcocki Ramadan, 1938 (Crustacea: Decapoda: Aristeidae), with a revised key to the Indo-West Pacific species of the genus. Zootaxa, 4329 (4): 392-400.	urn:lsid:marinespecies.org:taxname:220252	Aristeus alcocki
IO/SS/DEN/00013	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00013	IO/SS/DEN/00013	1	Male	Adult	present	349I03	2016-04-05	12:21:00	Benthic	HSDT (CV)	Andaman Sea	India	West off Tillangchong Island, Nicobars	591	591	8.48	93.43			Vinay P. Padate, CMLRE	2018-04-16	Alcock A. (1901) A descriptive catalogue of the Indian deep-sea Crustacea Decapoda Macrura and Anomala, in the Indian Museum. Being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum, iv, 286 pp., plates 1?3.	urn:lsid:marinespecies.org:taxname:240796	Aristaeopsis edwardsiana
IO/SS/DEN/00014	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00014	IO/SS/DEN/00014	3	Female	Adult	present	334II07A	2015-01-29	08:17:00	Benthic	HOT model net	Andaman Sea	India	Northwest off Camorta Island, Nicobars	643	643	8.39	93.34	?semidentatus		Vinay P. Padate, CMLRE	2018-04-15	Chan T.-Y., Biju Kumar A. and Yang C.-H. (2017) Photophore counts in the deep-sea commercial shrimp Aristeus alcocki Ramadan, 1938 (Crustacea: Decapoda: Aristeidae), with a revised key to the Indo-West Pacific species of the genus. Zootaxa, 4329 (4): 392-400.	urn:lsid:marinespecies.org:taxname:106807	Aristeus
IO/SS/DEN/00015	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00015	IO/SS/DEN/00015	1	Male	Adult	present	334II07A	2015-01-29	08:17:00	Benthic	HOT model net	Andaman Sea	India	Northwest off Camorta Island, Nicobars	643	643	8.39	93.34	?semidentatus		Vinay P. Padate, CMLRE	2021-12-03	Chan T.-Y., Biju Kumar A. and Yang C.-H. (2017) Photophore counts in the deep-sea commercial shrimp Aristeus alcocki Ramadan, 1938 (Crustacea: Decapoda: Aristeidae), with a revised key to the Indo-West Pacific species of the genus. Zootaxa, 4329 (4): 392-400.	urn:lsid:marinespecies.org:taxname:106807	Aristeus
IO/SS/DEN/00016	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00016	IO/SS/DEN/00016	5	Male	Adult	present	37414	2018-04-12	12:00:00	Benthic	Naturalist dredge	Arabian Sea	India	Southwest off Kochi, Kerala	195	195	9.74	75.62			Vinay P. Padate, CMLRE	2021-12-06	Crosnier, A. (1994) Crustacea Decapoda : Les?Metapenaeopsis?indo-ouest-pacifiques avec un appareil strudulant (Penaeidae).?In: Crosnier, A. (ed.) R?sultats des Campagnes MUSORSTOM, Volume 12. M?moires du Mus?um national d?Histoire naturelle. Vol. 161, pp. 255-337.	urn:lsid:marinespecies.org:taxname:377482	Metapenaeopsis coniger
IO/SS/DEN/00017	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/DEN/00017	IO/SS/DEN/00017	1	Male	Adult	present	38827	2019-08-18	07:20:00	Benthic	Chain dredge	Bay of Bengal	India	West off Great Nicobar Island	62	62	6.8	93.69			Vinay P. Padate, CMLRE	2021-12-06	Crosnier, A. (1994) Crustacea Decapoda : Les?Metapenaeopsis?indo-ouest-pacifiques avec un appareil strudulant (Penaeidae).?In: Crosnier, A. (ed.) R?sultats des Campagnes MUSORSTOM, Volume 12. M?moires du Mus?um national d?Histoire naturelle. Vol. 161, pp. 255-337.	urn:lsid:marinespecies.org:taxname:107105	Metapenaeopsis aegyptia
